fid,도로길이,도로개수
3462,3123.32843879588,46
3463,4475.87613232995,67
3464,2185.10508002906,25
3465,2738.14413959724,23
3471,1428.22521303757,5
3472,3034.10108900646,30
3473,4243.41701555418,51
3474,2079.69402159972,18
3475,2314.07250684678,26
3476,3704.20972609263,34
3477,3258.56180702254,19
3478,1776.62396201209,23
3479,2291.97850826729,37
3480,3426.19305369514,52
3481,5786.65592821678,90
3482,2363.76006743947,28
3484,1400.20472206693,12
3485,463.081000206431,2
3524,4186.07957604637,76
3525,5478.91355820721,78
3526,5014.17072313511,54
3527,3856.75476653738,54
3528,4581.59545447697,57
3529,1773.49084861918,27
3532,154.215533464744,3
3533,2969.35231416795,32
3536,2234.09947188702,31
3537,4454.07601196359,51
3538,1086.46459714783,12
3539,2864.02040329156,42
3540,3220.2081129226,26
3541,3177.03938157699,33
3542,3576.03072756786,50
3548,995.870074639698,5
3549,2957.43180328757,31
3550,2482.91961674267,20
3551,3000.45346689241,32
3552,4863.61701138914,57
3553,1890.53204153576,13
3554,879.594600328131,6
3555,2424.19267517118,29
3556,4937.78857865984,66
3557,5328.86673654652,74
3558,4723.15439629246,54
3559,1208.81911495644,17
3560,11.5089785342242,1
3561,1058.52026612829,4
3601,2880.60936887768,49
3602,3351.37110793929,41
3604,1295.11426627141,14
3610,1995.75252210134,19
3611,896.01304622528,5
3612,4204.79040089908,41
3613,293.286608996915,4
3614,1498.03060937848,10
3615,2041.51919763851,17
3616,3796.2510339521,41
3617,1622.31331051823,19
3618,2442.34138893145,25
3619,2549.88639387593,22
3624,2027.65245156832,12
3625,1908.59143867192,17
3626,3667.67609278239,32
3627,4365.61843975406,46
3628,3681.78438121515,31
3629,2040.11739627242,18
3630,676.131786004895,5
3631,2192.21398345253,29
3632,5840.07239327291,86
3633,3874.0983875033,34
3634,3645.61705662421,36
3635,1285.45965041324,10
3636,837.206394608164,2
3673,1889.13874132394,14
3683,2746.42391047212,23
3684,536.13672165343,1
3686,2874.93873182761,38
3687,3970.24657517144,68
3688,3293.10523196093,44
3689,2324.09966570021,23
3690,3199.13300571941,36
3691,4293.26594308408,52
3692,3669.62220605697,48
3693,2526.43461424239,22
3694,3760.54106816226,44
3695,4518.25520463301,65
3696,1374.45823812831,13
3697,2963.15437314135,29
3701,4029.61860512908,38
3702,2670.19782559974,33
3704,234.955796270856,4
3705,818.194303129744,6
3706,3846.03171465542,30
3707,1772.02416633475,27
3708,4699.14506702348,67
3709,4943.32606787197,68
3710,5011.98413943502,60
3711,3330.4538738879,38
3712,348.26861591066,2
3713,205.118194939212,2
3750,3493.5112067167,43
3751,2911.17760077524,34
3752,2610.50720600909,27
3759,2268.62554624584,20
3760,3177.38584756571,38
3761,2780.59313526998,41
3762,5040.63371234987,79
3763,6081.71502499853,103
3764,4679.98924614433,52
3765,3197.45389613752,34
3766,6060.86369834322,97
3767,3778.35025300613,59
3768,4693.13683428864,61
3769,4871.18981978729,69
3770,3378.65931237215,46
3771,814.710655098976,3
3772,0,0
3773,3047.06166966288,39
3777,2035.27878989138,18
3778,2881.01378304574,39
3779,1576.09036571955,22
3780,1810.04119220544,18
3781,1630.79404646488,9
3782,2356.59738140716,38
3783,3703.63352708014,55
3784,1450.29610412499,18
3785,5058.21359815245,65
3786,3832.19724401884,45
3787,2627.01229481387,21
3788,748.889652636586,3
3827,3329.51198628862,34
3828,2722.59962413906,32
3829,2577.88200379742,37
3834,1453.56444746594,16
3835,2387.99250322577,30
3836,5030.63412776179,76
3837,3323.36535155002,43
3838,2706.70016572764,40
3839,3907.36077749721,47
3840,5016.51351854635,66
3841,2104.45704564633,33
3842,7096.2849265561,104
3843,6024.68962424395,101
3844,1696.03011784066,15
3845,4466.46136201671,54
3846,4945.44894689414,78
3847,4050.5295609909,41
3848,344.540080300167,3
3849,3437.20053141621,34
3850,2929.47952589171,36
3854,3644.16937446315,40
3855,4757.80883995979,74
3856,2445.25207613816,35
3857,57.0088072385898,1
3858,1144.31763242591,8
3859,3342.96940904569,18
3860,1267.33950949764,12
3861,44.6959122663329,2
3862,3399.30658086088,39
3863,4638.31444157403,55
3864,2128.44657074182,25
3865,1493.2460311915,8
3902,2710.89120847873,26
3907,2239.06183119944,11
3908,2498.41516447202,34
3909,5720.40210231183,95
3910,3374.67418648669,81
3911,3050.02340244701,34
3912,2258.83682559614,36
3913,2823.64761967187,29
3914,3222.45658530013,33
3915,3236.41803233488,38
3916,2803.77913094073,28
3917,5818.61809380227,96
3918,6073.97071129958,110
3919,4704.06152086599,80
3920,3359.54341856423,59
3921,4843.01980459087,65
3922,2354.21032902086,23
3923,1935.78084987057,17
3924,2055.73253850791,12
3925,1958.81713874459,16
3926,1872.476648888,11
3930,2281.00577661738,23
3931,1033.99157739171,13
3932,0,0
3933,0,0
3934,1019.7585974605,8
3935,1187.47980599468,16
3936,3832.12818171935,44
3937,2380.68657335655,28
3938,1706.16168840063,21
3939,5088.674086132,72
3940,4549.18156953695,43
3977,3035.99793105187,23
3978,1827.16185178068,10
3984,1231.34269632234,17
3985,4010.20254059888,45
3986,5730.33846492558,106
3987,5426.69586968216,101
3988,2534.65382478402,21
3989,1635.97554604553,20
3990,734.982441312858,6
3991,2241.00866952766,17
3992,1774.18996205005,12
3993,854.013691993119,11
3994,1179.0072574987,14
3995,3832.21102649743,59
3996,4081.83703923201,56
3997,2594.56502505414,31
3998,3304.30456330387,22
3999,2851.77307569849,36
4000,2830.32918606922,37
4001,132.272568324117,2
4002,2099.45894204799,14
4003,1363.06199635021,9
4007,1997.33977931802,19
4008,0,0
4009,0,0
4010,0,0
4011,1716.29233362604,13
4012,2769.16080015368,28
4013,5222.89120536557,65
4014,4177.58441058317,39
4015,3907.9469941155,36
4016,2428.92407213747,26
4052,3149.79910395859,19
4053,2495.41714079403,19
4060,356.785348982198,2
4061,1031.14651817807,10
4062,1533.26836001935,25
4063,1996.10558014896,15
4064,2703.63731505134,21
4065,1436.65816005572,9
4066,1797.01637406904,14
4067,2913.40899224115,27
4068,2196.67338548771,20
4069,4087.66019066713,44
4070,5379.68287207626,78
4071,4257.87335175036,76
4072,1663.31296315349,30
4073,698.458922567115,10
4074,2550.93982540403,40
4075,1356.41310803,28
4076,0,0
4077,0,0
4078,2188.57434427604,14
4079,1382.90806755563,9
4083,379.131541321564,2
4084,0,0
4085,57.4674177857096,1
4086,1451.62162688733,19
4087,1714.11483829179,23
4088,3581.25064728017,51
4089,5591.30538914409,70
4090,4936.50012745438,43
4091,4464.63284888729,67
4092,562.241223248595,10
4129,3253.27116603632,22
4136,471.090093691765,6
4137,1649.90641565894,15
4138,841.906351558391,10
4139,1249.30258415728,11
4140,1888.46056548641,15
4141,2873.2586769709,22
4142,2006.33748001864,17
4143,3481.74466121598,34
4144,4785.5358563533,59
4145,3584.32532371407,45
4146,5157.46244493856,66
4147,5281.98120744135,80
4148,1067.10738793387,16
4149,258.091877830866,1
4150,0,0
4151,324.89463678773,1
4152,0,0
4153,0,0
4154,108.151637788838,1
4155,1860.38293619431,10
4160,619.409851639939,5
4161,625.136132309827,6
4162,2327.93057242478,30
4163,4199.51056264103,48
4164,4733.48610711696,57
4165,4968.1300274605,60
4166,5375.93658867564,67
4167,4521.35073984745,47
4168,2891.03363545036,21
4211,1314.67128519995,12
4212,3110.51068884827,41
4213,5172.23182169121,77
4214,3542.80920315592,52
4215,2819.3855021861,29
4216,3160.11827144959,32
4217,3087.72213794688,21
4218,3140.08147117237,27
4219,2752.15287117274,24
4220,3892.4031906443,48
4221,1249.44323025669,9
4222,3733.92686732059,48
4223,6601.61221880201,106
4224,2225.14232169824,44
4225,0,0
4226,386.116382565032,1
4227,0,0
4228,0,0
4229,0,0
4230,399.358540357132,2
4231,1891.79385193226,7
4235,917.278122022792,5
4236,1676.77704009124,9
4237,3148.9593331327,29
4238,3908.9010745772,32
4239,3164.69676204248,29
4240,3629.58995391143,32
4241,4880.0984364093,55
4242,3901.6180137277,38
4243,1856.75115146435,13
4244,1271.69798103746,5
4288,650.317545479983,2
4289,2628.76319671955,51
4290,4543.12167725871,74
4291,2348.81445896281,30
4292,4627.18749409371,70
4293,4797.63820684846,44
4294,2430.77260144734,19
4295,3037.33557255197,33
4296,3774.02605590885,47
4300,6715.59265852632,91
4301,3173.49744245007,42
4302,2424.5704135253,35
4303,1741.50748851944,19
4304,0,0
4305,0,0
4306,0,0
4307,527.718570007964,3
4311,1098.87722259163,4
4312,838.237646010612,5
4313,2876.40316983469,17
4314,4033.32282427669,37
4315,5068.81368197508,56
4316,4726.4494372909,51
4317,4424.71398640343,50
4318,4507.61568557179,52
4319,2959.63561110492,28
4361,3127.38464370632,29
4362,4469.84917357858,89
4364,99.0636345199046,1
4365,1389.66848394074,21
4366,1489.57021020336,18
4367,5485.63192055223,79
4368,5615.32927016691,70
4369,4999.89048514588,56
4370,3855.30986284677,39
4371,4099.25131224157,36
4372,1538.97015177151,9
4374,1047.68386822057,3
4375,1054.74379666805,11
4376,4245.86170664015,59
4377,5978.0482682686,98
4378,5135.8162833701,75
4379,2780.82815741005,40
4380,796.830244559303,4
4381,928.5501896751,7
4382,1680.57488731047,24
4386,1312.9508351945,4
4387,864.158321851555,4
4388,1491.61467580118,13
4389,2517.621558404,28
4390,3804.18194119048,38
4391,4111.51953974194,41
4392,4485.42023879151,52
4393,3485.10306982676,32
4394,4174.52744586408,53
4395,2317.49331975591,14
4437,2652.38572425071,25
4438,4177.702374283,70
4439,5518.68295212998,97
4441,1082.06428942691,17
4442,142.978741863334,1
4443,540.436313918989,5
4444,1553.82445028143,29
4445,4731.3487996062,65
4446,5261.43064139973,76
4447,5541.11581903971,80
4448,2229.20431141017,32
4449,3153.14568470911,24
4452,454.131954052844,1
4453,4608.21830659081,53
4454,3963.12044571447,34
4455,4649.11798671123,68
4456,1727.13464743619,33
4457,2086.41180030416,16
4458,4847.75800317015,79
4462,1170.76206957944,3
4463,880.331161861993,4
4464,778.591508611049,4
4465,3315.90547170137,25
4466,3209.94791848897,25
4467,3932.17071304,33
4468,4328.05483120753,44
4469,4308.78097417398,41
4470,1642.05636863393,20
4471,1289.88811176202,16
4472,1453.00010868252,9
4510,3910.45411338532,45
4511,620.961890944134,3
4512,2593.38365945114,24
4513,2779.2146903214,30
4514,3471.32146729809,47
4515,4583.56518068498,56
4516,4065.02195135947,54
4517,4286.97943622719,72
4518,461.446083453399,5
4519,4787.6932163668,68
4520,3388.64861153903,39
4521,5794.12521350621,84
4522,4603.7947601148,60
4523,4033.53458400692,54
4524,895.616761740684,13
4525,1598.34155258617,6
4526,1069.13379084046,6
4528,460.647927733687,2
4529,1319.61539591225,16
4530,4939.24309541613,59
4531,7664.31273112255,159
4532,5997.47594599244,109
4533,3794.07996990581,72
4537,1230.63845159293,3
4538,435.88394303208,3
4539,540.742323023813,3
4540,2948.94106117305,22
4541,3803.3327754831,31
4542,1871.05166643056,18
4543,2499.13610857089,23
4544,1917.95220658349,19
4545,2107.45805892353,16
4546,1689.88273670306,12
4547,717.46165837836,4
4584,3425.88163882859,49
4585,4324.97155169793,88
4586,2951.81046165895,43
4587,2405.92295312952,33
4588,338.175995013862,2
4589,2187.19176842903,16
4590,3805.94642269895,62
4591,4561.11829027974,77
4592,4286.84842667849,58
4593,3225.7970245479,41
4594,3078.36517152985,37
4595,2977.31929942053,43
4596,3411.89040911968,48
4597,4131.96884783355,38
4598,4399.46193007654,53
4599,4379.43923410274,58
4600,2847.5807142493,41
4601,768.516715128369,3
4602,923.362891684916,12
4603,622.984632398268,4
4604,2341.37507733579,16
4605,2719.74760505493,23
4606,3012.08777608389,37
4607,3801.71296509631,51
4608,7468.28675528026,133
4609,4795.78314858829,63
4613,1046.40739332686,4
4614,626.002381204103,2
4615,1253.79777729931,7
4616,1082.62616322559,3
4617,1864.2952899835,19
4618,1655.38193556333,16
4619,953.746136130614,5
4620,1521.75977363341,17
4621,2170.08246657607,18
4622,1595.74652400227,10
4623,1534.02732540288,12
4652,4545.23138714081,57
4653,436.227033569819,6
4659,2107.50414765653,26
4660,1933.15890076234,28
4661,6139.95515721932,91
4662,4450.04235414981,68
4663,597.057575112163,5
4664,1367.47646740209,14
4665,2449.49424396287,24
4666,3296.20734477083,57
4667,5017.21664088526,69
4668,3191.12014230507,66
4669,4802.58583272062,92
4670,4226.37141624069,62
4671,7483.62144432893,132
4672,5537.32890766712,82
4673,2220.57029641808,18
4674,5444.99045066494,81
4675,4771.4078040763,67
4676,2017.17108991458,23
4677,4123.81230596115,64
4678,4652.64607770584,64
4679,634.611571339662,5
4680,439.837646357341,4
4681,940.786483312088,11
4682,1548.47093151828,16
4683,4617.45575857569,58
4688,1237.37735721223,6
4689,911.448487707533,5
4690,941.5011042618,5
4691,401.514788937044,1
4692,0,0
4693,367.807973923734,1
4694,1874.43448546662,13
4695,3468.92752852255,26
4696,2591.38776394793,21
4697,3854.77948664429,33
4698,1689.71122434959,11
4723,2464.84581117961,24
4725,919.67957282518,9
4728,5290.72512516441,82
4729,2856.09603327114,44
4730,3284.37195991146,45
4731,1418.03392569596,21
4735,469.61919866768,3
4736,1187.58467893875,6
4737,4908.02353041138,65
4738,5391.01720897715,86
4739,4429.46477418962,55
4740,2792.60343265405,46
4741,2695.33171800642,27
4742,467.818458597546,3
4743,3432.35069373524,37
4744,5818.21734549554,90
4745,5556.4674668389,106
4746,3800.94582523265,47
4747,7641.77815384771,131
4748,6564.55174095152,102
4749,3456.38328771851,32
4750,2312.28619883689,30
4751,6224.38103774295,103
4752,4524.78021809661,51
4753,5286.45800052767,51
4754,2730.32518213766,29
4755,615.893028079055,3
4757,1526.40877399728,11
4758,1525.78656099137,14
4759,4390.13210360995,37
4764,1472.10055739428,9
4765,1460.60767089443,8
4766,1566.46307434995,8
4767,1736.73627897838,10
4768,2359.09262366697,13
4769,801.185938693075,6
4770,2512.10996054684,19
4771,4239.0512068749,30
4772,3509.23365753692,32
4773,3623.73839546315,27
4774,1863.28535446644,16
4800,4704.96814166013,52
4801,4219.96113239384,48
4802,5397.92883936159,51
4803,5616.09808379934,77
4804,5538.78326143481,78
4805,4777.01477044663,67
4806,6262.81749048556,100
4807,5329.83691498061,79
4808,5166.80625484211,74
4809,6636.62095978496,112
4810,4270.27036768437,71
4811,697.019143030416,7
4812,574.021450174397,9
4813,4468.83627933917,51
4814,4653.12728927313,56
4815,5308.33821719454,85
4816,2704.83342575226,28
4817,2860.55962146858,34
4818,3795.32638064317,41
4819,4536.85278159522,53
4820,2701.82898303002,41
4821,1944.88138995544,10
4822,3794.37447450997,54
4823,5400.91924641804,101
4824,5528.1952663956,84
4825,3348.08159621333,24
4826,5855.2185490242,87
4827,5357.90905051013,66
4828,5066.38710584421,61
4829,2923.88207046937,30
4830,1831.73166200108,13
4831,1428.08196921378,8
4832,1430.39578170111,18
4833,1378.87134338345,15
4838,1980.13211280709,9
4839,1414.53007531195,11
4840,2372.50414072256,19
4841,1611.33670501272,13
4842,602.83966243588,2
4843,1064.84313144819,5
4844,258.960056070529,5
4845,2229.59321440849,12
4846,3650.30495003089,30
4847,3023.30734799525,22
4848,3321.5801635241,26
4849,2531.72140078769,16
4880,4666.47575314138,56
4881,3595.08899534551,52
4882,6492.13102463808,105
4883,5325.0691839623,75
4884,6201.85157661106,97
4885,7297.40339264215,132
4886,5811.55347933903,107
4887,5258.27548426433,82
4888,919.973818446449,4
4889,1624.54075885881,5
4890,1167.73127195906,7
4891,1273.2606330863,16
4892,3955.74521084148,45
4893,1891.12112359596,32
4894,5707.41590852677,71
4895,5400.34307553149,62
4896,5196.91734792597,70
4897,3770.34679013436,45
4898,3969.54174441096,59
4899,4590.75525996035,90
4900,5341.40706128991,84
4901,5412.62356432024,65
4902,6289.33535993891,86
4903,5428.48280166983,59
4904,2227.93858120759,29
4905,2480.23280752316,21
4906,3824.35067483073,52
4907,5185.64903546934,76
4908,2128.35061549279,15
4909,2270.64779471196,12
4914,2143.59631835201,15
4915,2513.65747085556,16
4916,3748.64989993079,32
4917,4227.70807968102,49
4918,4937.80629985633,60
4919,3173.21640674885,37
4920,2022.79795150771,10
4921,833.991219957888,6
4922,3558.1074812657,29
4923,2850.13923203596,28
4924,3600.63909262371,31
4925,2173.76589286441,16
4926,21.2741057815681,1
4953,2051.28632891859,27
4954,3050.08187329269,48
4955,5824.51488779893,76
4956,4910.3422141325,52
4957,5779.65482200748,85
4958,5431.09776933459,75
4959,5551.01185503296,82
4960,7066.1696857824,134
4961,7066.4689679824,132
4962,7478.10910632982,131
4963,4830.00949778697,74
4964,2757.85667915131,37
4965,3437.95736737217,44
4966,2328.98976438254,25
4967,1461.81855810795,7
4968,3523.29713845801,44
4969,3506.17041181131,47
4970,3220.73714472505,41
4971,4381.0001733724,59
4972,6003.9583024773,82
4973,5320.58472806188,64
4974,6665.9541352431,84
4975,5425.08308859339,64
4976,4121.89237341796,39
4977,6474.47399806899,85
4978,5622.30258392838,76
4979,2183.41019965693,28
4980,1593.14865546951,28
4981,2120.3510720462,27
4982,5747.91414136859,93
4983,2448.87205862936,38
4988,1119.53498401497,4
4989,1854.24200979609,12
4990,4388.02109608346,38
4991,3923.06450714541,31
4992,3584.97424333248,25
4993,3727.20928428733,27
4994,4219.94335991114,53
4995,2541.34443495282,24
4996,1068.59215190946,8
4997,2383.25351093805,15
4998,2771.20369717274,19
4999,3950.01829579961,37
5000,3202.59598700433,27
5001,1029.35421599419,5
5002,148.650948622454,1
5003,227.657503984178,2
5006,1110.10896266106,8
5028,1701.17537261807,14
5029,930.781476413623,5
5030,1782.85742038047,22
5031,4849.54670024133,57
5032,5247.20654982762,66
5033,6015.53898370149,91
5034,4798.48007632431,63
5035,5296.2079877412,68
5036,3648.93373006945,45
5037,4538.58341162429,67
5038,6726.76493263265,109
5039,5691.79985704018,93
5040,7185.94642892933,135
5041,4209.07585660232,61
5042,1257.7487372665,6
5043,4282.93945486661,60
5044,1565.19589671696,14
5045,1296.61844868822,14
5046,1244.82854006413,5
5050,4335.3764414827,39
5051,4596.04631752417,59
5052,4714.92381600537,43
5053,2194.36058836576,20
5054,1799.31703273177,19
5055,2824.91014498867,41
5056,1452.78850013708,12
5057,1819.80061764011,16
5058,1059.45677568509,9
5059,3140.15844102623,33
5064,1113.38649742646,4
5065,1481.49396228292,8
5066,4032.08986478377,31
5067,4251.12606811501,32
5068,3318.60334489092,24
5069,4081.46776937427,27
5070,4041.08501131029,41
5071,3429.6515511021,22
5072,4037.41056365775,28
5073,2771.15899157101,18
5074,2242.92021261533,10
5075,938.26288161447,5
5076,2730.02928472103,19
5077,1827.99104331831,10
5078,1776.89577509651,5
5079,734.399337101883,5
5080,2262.56694654023,13
5081,2273.25632843681,16
5082,1105.31709556075,5
5083,2003.31268197575,8
5101,2029.60108688493,36
5102,1141.05167583264,16
5103,1786.51890735526,12
5104,1583.57431234852,8
5105,1016.47023330845,4
5106,3613.36097878905,41
5107,3156.24964756638,37
5108,4951.49517022172,53
5109,5871.40150593942,85
5110,6105.47890433762,95
5111,2950.55583159419,46
5112,1195.94968410179,11
5113,3832.99531501641,57
5114,5627.39354169499,76
5115,5805.13212222405,95
5116,4385.14502415592,63
5117,4158.0051229689,48
5118,2962.25283137075,37
5119,3706.44662112879,54
5120,2247.81555072719,29
5121,1733.73392723923,29
5122,377.068782920533,2
5125,4577.41000970399,42
5126,2927.96285648139,35
5127,5613.0393217784,72
5128,3970.32252862528,45
5129,2058.26317646991,24
5130,3569.02665686247,49
5131,5578.11172235145,85
5132,1817.8074708636,24
5133,2958.16487308631,32
5134,2232.99769061379,19
5135,943.124748083069,3
5139,1084.21312474774,4
5140,2073.99439273583,13
5141,3922.33517189359,28
5142,3128.00437624948,22
5143,4517.4502813833,32
5144,3319.42859779238,24
5145,4549.21957911776,32
5146,3976.24341378404,28
5147,3854.10894062029,31
5148,3012.00284217845,23
5149,3018.55826490982,22
5150,2480.02595746774,15
5151,2792.21096277785,28
5152,3204.05800314194,31
5153,263.256089735755,2
5154,397.244302286917,2
5155,1703.00170187034,8
5156,1807.44535704576,6
5157,1269.88535990358,4
5178,4886.41672921104,73
5179,3531.81850991857,43
5180,1713.34725815319,12
5181,1458.79468583869,10
5182,3542.2092110882,42
5183,5695.93566395613,91
5184,3585.56387726511,41
5185,3835.67389239081,36
5186,6109.76615882498,84
5187,3800.43741411569,54
5188,611.016779964679,10
5189,3108.81967805318,34
5190,3333.8337055631,39
5191,3460.43632851369,43
5192,4134.93277047904,64
5193,6935.5645475483,108
5194,5835.02072643474,83
5195,5057.96943386471,72
5196,4449.0453407858,44
5197,4436.7133374524,59
5198,3581.42044500228,40
5201,5915.94136190935,85
5202,3774.90766548917,30
5203,5067.36456927094,50
5204,4797.1951249476,40
5205,5579.75073187226,81
5206,5533.01626824073,76
5207,5254.09814346407,76
5208,3766.51821338087,50
5209,1759.06829166492,10
5210,1708.92136236547,14
5211,2140.05766146951,21
5212,1387.45960792191,6
5216,940.555888866753,4
5217,3412.54782127389,23
5218,3067.97193673964,28
5219,2622.66979817715,24
5220,3405.34486292115,24
5221,3598.22940717506,32
5222,3688.27285565468,33
5223,3876.83323764924,29
5224,4099.40952987571,33
5225,3342.39984992836,25
5226,3606.97254012018,35
5227,3017.76077752574,19
5228,3150.18184784438,28
5229,2009.46183178288,15
5230,1055.74438217821,8
5231,2068.79342757975,19
5232,1837.30393323214,9
5233,1502.33236172383,6
5253,4907.06490582201,77
5254,5756.93776451611,86
5255,5038.41596914854,67
5256,4077.83567839937,54
5257,3369.04987895614,31
5258,4143.17762594252,56
5259,5824.06725638397,98
5260,4305.1722116102,48
5261,5039.74406517235,65
5262,6649.18218544106,96
5263,2992.87050874437,24
5264,1801.91757519532,22
5265,2044.18606487734,20
5266,407.38187908709,1
5267,411.239950689486,3
5268,3090.90265223713,37
5269,2313.10912269013,29
5270,2452.94113900027,32
5271,4712.49051535602,63
5272,3464.58423654504,43
5273,5572.7334574868,69
5274,2737.94518314612,32
5275,5043.36771949185,51
5276,5405.98137357245,71
5277,5958.4447818601,81
5278,4499.17785850695,61
5279,3686.11947206467,28
5280,3997.56098387768,37
5281,4933.01164959147,68
5282,3489.25661231326,41
5283,2672.11065505968,26
5284,4815.46405583775,63
5285,1137.7155764543,5
5286,1857.85513103311,6
5287,872.734880011992,8
5288,685.373333033101,2
5292,2325.82126096449,16
5293,3927.38781004811,32
5294,3204.01014556513,22
5295,4472.5407424252,40
5296,3112.33345129024,23
5297,3420.1503261767,27
5298,3687.65000679014,25
5299,3938.3855855753,34
5300,3074.77515142638,20
5301,3301.72882605013,25
5302,3669.81219503049,28
5303,1507.39917499561,9
5304,4267.00992176569,37
5305,3282.64136033564,33
5306,4189.91313948547,38
5307,3561.46958684898,22
5308,2592.20941579453,16
5309,1232.96243545456,7
5310,1250.04293276462,5
5311,790.374835858694,5
5329,5004.74372275151,86
5330,5334.55335050281,67
5331,4620.55181734675,62
5332,4335.26151675012,46
5333,2901.68599694433,29
5334,1698.56264939269,15
5335,656.914540836346,9
5336,2576.69132458185,33
5337,2636.01221212814,28
5338,5289.32009153162,72
5339,5731.41400898077,75
5340,2843.07816388888,19
5341,2572.91237707464,27
5342,20.1787852218819,1
5343,0,0
5344,2429.81801308588,26
5345,5089.06379323531,60
5346,1170.1525161784,9
5347,2552.61017070568,33
5348,4526.91365115793,52
5349,2970.5472870142,29
5350,1687.79675387424,16
5351,2631.3629551318,31
5352,6935.60700033097,95
5353,7104.8437592914,127
5354,6575.28262160845,88
